Project name:,UVEX Dichroic Coating,,,,,UVEX Dichroic Coating,,,,
Coating design:,135 180nm-FR30-S1 UVEX Dichroic Coating/FS substrate(10mm)/Air,,,,,135 180nm-FR30-S1 UVEX Dichroic Coating/FS substrate(10mm)/Air,,,,
AOI:,20° 25° 30° 35° 40°,,,,,20° 25° 30° 35° 40°,,,,
,,,,,,,,,,
wl(nm),%R,,,,,%T,,,,
,20°,25°,30°,35°,40°,20°,25°,30°,35°,40°
430,4.11,6.07,8.80,10.38,9.64,95.56,93.60,90.88,89.30,90.02
431,4.31,6.40,9.04,10.37,9.43,95.37,93.28,90.64,89.31,90.23
432,4.53,6.73,9.25,10.33,9.21,95.14,92.95,90.43,89.35,90.45
433,4.79,7.05,9.44,10.28,8.99,94.89,92.63,90.24,89.40,90.68
434,5.06,7.36,9.61,10.20,8.76,94.62,92.32,90.08,89.48,90.91
435,5.35,7.67,9.75,10.10,8.52,94.33,92.02,89.94,89.59,91.14
436,5.66,7.96,9.86,9.98,8.29,94.03,91.73,89.83,89.71,91.38
437,5.97,8.24,9.95,9.84,8.06,93.72,91.46,89.75,89.85,91.61
438,6.28,8.50,10.01,9.68,7.83,93.41,91.20,89.69,90.00,91.84
439,6.60,8.74,10.04,9.52,7.60,93.10,90.96,89.65,90.17,92.07
440,6.92,8.95,10.05,9.33,7.39,92.78,90.75,89.65,90.36,92.29
441,7.22,9.15,10.04,9.14,7.18,92.48,90.55,89.66,90.55,92.50
442,7.52,9.32,10.01,8.94,6.98,92.18,90.38,89.70,90.75,92.70
443,7.81,9.47,9.95,8.73,6.79,91.90,90.24,89.76,90.96,92.89
444,8.08,9.60,9.87,8.51,6.61,91.63,90.11,89.84,91.18,93.07
445,8.34,9.70,9.77,8.29,6.44,91.38,90.02,89.94,91.40,93.24
446,8.57,9.77,9.65,8.07,6.28,91.14,89.94,90.06,91.62,93.39
447,8.79,9.82,9.52,7.85,6.14,90.93,89.89,90.19,91.84,93.54
448,8.99,9.85,9.37,7.63,6.02,90.73,89.87,90.34,92.07,93.66
449,9.16,9.85,9.21,7.41,5.91,90.56,89.87,90.50,92.28,93.78
450,9.31,9.83,9.03,7.20,5.81,90.41,89.89,90.68,92.50,93.88
451,9.44,9.79,8.84,6.99,5.72,90.29,89.93,90.87,92.71,93.96
452,9.54,9.72,8.65,6.79,5.66,90.19,90.00,91.07,92.91,94.03
453,9.62,9.64,8.44,6.60,5.60,90.11,90.09,91.27,93.10,94.09
454,9.67,9.54,8.23,6.42,5.56,90.06,90.19,91.48,93.29,94.13
455,9.70,9.41,8.02,6.24,5.54,90.03,90.31,91.69,93.46,94.16
456,9.71,9.28,7.81,6.08,5.52,90.02,90.45,91.91,93.62,94.17
457,9.70,9.13,7.59,5.94,5.52,90.04,90.60,92.12,93.77,94.18
458,9.66,8.97,7.38,5.80,5.53,90.07,90.76,92.33,93.90,94.17
459,9.61,8.79,7.17,5.68,5.55,90.13,90.94,92.54,94.03,94.15
460,9.53,8.61,6.97,5.57,5.58,90.21,91.12,92.75,94.14,94.12
461,9.44,8.42,6.77,5.48,5.61,90.30,91.31,92.95,94.23,94.09
462,9.33,8.23,6.58,5.39,5.66,90.41,91.51,93.14,94.32,94.04
463,9.20,8.03,6.40,5.33,5.71,90.54,91.71,93.33,94.39,93.99
464,9.07,7.82,6.22,5.27,5.77,90.68,91.91,93.50,94.44,93.94
465,8.91,7.62,6.06,5.23,5.83,90.83,92.12,93.67,94.49,93.88
466,8.75,7.42,5.90,5.20,5.90,90.99,92.32,93.82,94.52,93.81
467,8.58,7.21,5.76,5.18,5.97,91.16,92.52,93.96,94.54,93.74
468,8.40,7.01,5.63,5.17,6.04,91.35,92.72,94.10,94.55,93.67
469,8.21,6.82,5.51,5.17,6.11,91.53,92.92,94.22,94.55,93.60
470,8.02,6.63,5.40,5.18,6.19,91.72,93.11,94.32,94.54,93.53
471,7.83,6.45,5.31,5.20,6.27,91.92,93.29,94.42,94.52,93.45
472,7.63,6.27,5.23,5.23,6.34,92.12,93.47,94.50,94.49,93.38
473,7.44,6.11,5.16,5.27,6.42,92.31,93.64,94.58,94.46,93.30
474,7.24,5.95,5.10,5.31,6.49,92.51,93.79,94.64,94.42,93.23
475,7.05,5.80,5.05,5.36,6.56,92.70,93.94,94.68,94.37,93.16
476,6.86,5.66,5.02,5.41,6.63,92.90,94.08,94.72,94.32,93.09
477,6.67,5.54,4.99,5.47,6.70,93.08,94.21,94.75,94.26,93.03
478,6.49,5.42,4.98,5.53,6.77,93.26,94.33,94.76,94.20,92.96
479,6.32,5.32,4.97,5.60,6.83,93.44,94.43,94.77,94.14,92.90
480,6.15,5.22,4.98,5.66,6.89,93.60,94.53,94.76,94.07,92.84
481,5.99,5.14,4.99,5.73,6.95,93.76,94.61,94.75,94.01,92.79
482,5.84,5.07,5.01,5.80,7.00,93.91,94.68,94.73,93.94,92.73
483,5.70,5.01,5.04,5.87,7.05,94.05,94.74,94.70,93.87,92.69
484,5.57,4.97,5.08,5.94,7.10,94.18,94.79,94.67,93.80,92.64
485,5.45,4.93,5.12,6.01,7.14,94.31,94.83,94.63,93.74,92.60
486,5.35,4.90,5.17,6.08,7.18,94.42,94.86,94.59,93.67,92.56
487,5.25,4.88,5.22,6.15,7.22,94.51,94.87,94.54,93.60,92.52
488,5.16,4.88,5.27,6.21,7.25,94.60,94.88,94.48,93.54,92.49
489,5.08,4.88,5.33,6.27,7.28,94.68,94.88,94.43,93.48,92.46
490,5.02,4.88,5.39,6.33,7.31,94.75,94.88,94.37,93.42,92.44
491,4.96,4.90,5.45,6.39,7.34,94.81,94.86,94.31,93.36,92.41
492,4.92,4.92,5.51,6.45,7.36,94.85,94.84,94.25,93.31,92.39
493,4.88,4.95,5.58,6.50,7.38,94.89,94.81,94.18,93.26,92.37
494,4.85,4.99,5.64,6.55,7.40,94.92,94.78,94.12,93.21,92.36
495,4.84,5.03,5.71,6.60,7.41,94.93,94.74,94.06,93.16,92.34
496,4.83,5.07,5.77,6.64,7.43,94.94,94.69,94.00,93.12,92.33
497,4.83,5.12,5.83,6.68,7.44,94.94,94.65,93.93,93.08,92.32
498,4.84,5.18,5.89,6.72,7.45,94.94,94.60,93.87,93.04,92.31
499,4.85,5.23,5.95,6.76,7.46,94.92,94.54,93.82,93.01,92.30
500,4.87,5.29,6.01,6.79,7.46,94.90,94.49,93.76,92.98,92.30
501,4.90,5.34,6.07,6.82,7.47,94.88,94.43,93.70,92.95,92.29
502,4.93,5.40,6.12,6.85,7.48,94.85,94.38,93.65,92.92,92.29
503,4.97,5.46,6.18,6.88,7.48,94.82,94.32,93.60,92.89,92.28
504,5.01,5.52,6.23,6.90,7.49,94.78,94.26,93.55,92.87,92.28
505,5.05,5.58,6.28,6.92,7.49,94.73,94.20,93.50,92.85,92.28
506,5.10,5.64,6.32,6.94,7.49,94.69,94.14,93.46,92.83,92.27
507,5.15,5.70,6.37,6.96,7.50,94.64,94.08,93.41,92.81,92.27
508,5.20,5.76,6.41,6.98,7.50,94.59,94.03,93.37,92.80,92.27
509,5.25,5.82,6.45,6.99,7.50,94.54,93.97,93.34,92.78,92.27
510,5.31,5.87,6.48,7.01,7.50,94.48,93.92,93.30,92.77,92.27
511,5.37,5.93,6.52,7.02,7.50,94.43,93.86,93.27,92.76,92.27
512,5.42,5.98,6.55,7.03,7.50,94.37,93.81,93.24,92.75,92.27
513,5.48,6.03,6.58,7.04,7.50,94.31,93.76,93.21,92.75,92.27
514,5.54,6.08,6.61,7.04,7.50,94.26,93.71,93.18,92.74,92.27
515,5.60,6.13,6.63,7.05,7.50,94.20,93.67,93.16,92.73,92.27
516,5.65,6.17,6.66,7.06,7.51,94.14,93.62,93.14,92.73,92.28
517,5.71,6.22,6.68,7.06,7.51,94.09,93.58,93.12,92.73,92.28
518,5.77,6.26,6.70,7.06,7.51,94.03,93.54,93.10,92.72,92.28
519,5.82,6.30,6.71,7.07,7.51,93.98,93.50,93.08,92.72,92.28
520,5.87,6.33,6.73,7.07,7.51,93.93,93.47,93.07,92.72,92.28
521,5.92,6.37,6.74,7.07,7.51,93.88,93.44,93.05,92.72,92.28
522,5.97,6.40,6.76,7.08,7.51,93.83,93.40,93.04,92.72,92.28
523,6.02,6.43,6.77,7.08,7.51,93.78,93.38,93.03,92.72,92.28
524,6.07,6.45,6.78,7.08,7.51,93.74,93.35,93.02,92.72,92.28
525,6.11,6.48,6.78,7.08,7.51,93.70,93.33,93.02,92.72,92.29
526,6.15,6.50,6.79,7.08,7.51,93.66,93.30,93.01,92.72,92.29
527,6.19,6.52,6.80,7.08,7.50,93.62,93.28,93.00,92.72,92.29
528,6.23,6.54,6.80,7.08,7.50,93.58,93.26,93.00,92.72,92.29
529,6.26,6.56,6.81,7.09,7.50,93.55,93.25,93.00,92.72,92.29
530,6.30,6.58,6.81,7.09,7.50,93.52,93.23,92.99,92.72,92.30
531,6.33,6.59,6.82,7.09,7.50,93.49,93.22,92.99,92.72,92.30
532,6.35,6.60,6.82,7.09,7.50,93.46,93.21,92.99,92.72,92.30
533,6.38,6.62,6.82,7.09,7.49,93.44,93.20,92.99,92.72,92.31
534,6.41,6.63,6.83,7.09,7.49,93.41,93.19,92.98,92.72,92.31
535,6.43,6.64,6.83,7.09,7.48,93.39,93.18,92.98,92.72,92.32
536,6.45,6.64,6.83,7.09,7.48,93.37,93.17,92.98,92.72,92.32
537,6.47,6.65,6.83,7.09,7.47,93.35,93.17,92.98,92.72,92.33
538,6.48,6.66,6.83,7.09,7.47,93.34,93.16,92.98,92.72,92.34
539,6.50,6.66,6.84,7.09,7.46,93.32,93.16,92.98,92.72,92.35
540,6.51,6.67,6.84,7.09,7.45,93.31,93.15,92.98,92.72,92.36
541,6.53,6.67,6.84,7.09,7.44,93.30,93.15,92.98,92.72,92.37
542,6.54,6.68,6.84,7.09,7.43,93.29,93.15,92.98,92.72,92.38
543,6.55,6.68,6.84,7.09,7.42,93.28,93.14,92.98,92.72,92.39
544,6.56,6.68,6.84,7.09,7.41,93.27,93.14,92.98,92.72,92.40
545,6.57,6.69,6.85,7.09,7.40,93.26,93.14,92.98,92.73,92.42
546,6.57,6.69,6.85,7.09,7.38,93.26,93.14,92.97,92.73,92.43
547,6.58,6.69,6.85,7.09,7.37,93.25,93.14,92.97,92.73,92.45
548,6.59,6.69,6.85,7.09,7.35,93.25,93.13,92.97,92.74,92.47
549,6.59,6.70,6.85,7.08,7.33,93.24,93.13,92.97,92.74,92.48
550,6.60,6.70,6.85,7.08,7.32,93.24,93.13,92.97,92.75,92.50
551,6.60,6.70,6.86,7.07,7.30,93.23,93.13,92.97,92.75,92.52
552,6.60,6.70,6.86,7.07,7.28,93.23,93.13,92.97,92.76,92.54
553,6.61,6.71,6.86,7.06,7.25,93.23,93.13,92.97,92.76,92.57
554,6.61,6.71,6.86,7.05,7.23,93.22,93.13,92.97,92.77,92.59
555,6.61,6.71,6.86,7.05,7.21,93.22,93.12,92.97,92.78,92.61
556,6.62,6.71,6.86,7.04,7.18,93.22,93.12,92.97,92.79,92.64
557,6.62,6.71,6.86,7.03,7.16,93.22,93.12,92.97,92.80,92.66
558,6.62,6.72,6.86,7.02,7.13,93.22,93.12,92.97,92.81,92.69
559,6.62,6.72,6.86,7.00,7.11,93.21,93.12,92.97,92.82,92.72
560,6.63,6.72,6.86,6.99,7.08,93.21,93.12,92.98,92.84,92.74
561,6.63,6.72,6.85,6.98,7.05,93.21,93.11,92.98,92.85,92.77
562,6.63,6.72,6.85,6.96,7.02,93.21,93.11,92.98,92.86,92.80
563,6.63,6.73,6.85,6.95,6.99,93.20,93.11,92.99,92.88,92.83
564,6.64,6.73,6.84,6.93,6.96,93.20,93.11,92.99,92.90,92.86
565,6.64,6.73,6.84,6.91,6.93,93.20,93.11,93.00,92.92,92.90
566,6.64,6.73,6.83,6.89,6.90,93.20,93.11,93.00,92.93,92.93
567,6.64,6.73,6.83,6.88,6.86,93.20,93.11,93.01,92.96,92.96
568,6.65,6.73,6.82,6.85,6.83,93.19,93.11,93.02,92.98,92.99
569,6.65,6.73,6.81,6.83,6.80,93.19,93.11,93.02,93.00,93.03
570,6.65,6.73,6.80,6.81,6.77,93.19,93.11,93.03,93.02,93.06
571,6.65,6.73,6.79,6.79,6.73,93.19,93.11,93.04,93.05,93.09
572,6.66,6.73,6.78,6.76,6.70,93.19,93.11,93.06,93.07,93.13
573,6.66,6.73,6.77,6.74,6.67,93.18,93.11,93.07,93.10,93.16
574,6.66,6.72,6.76,6.71,6.63,93.18,93.12,93.08,93.12,93.19
575,6.66,6.72,6.74,6.68,6.60,93.18,93.12,93.09,93.15,93.23
576,6.66,6.72,6.73,6.66,6.57,93.18,93.13,93.11,93.18,93.26
577,6.66,6.71,6.71,6.63,6.53,93.18,93.13,93.13,93.21,93.29
578,6.67,6.71,6.70,6.60,6.50,93.18,93.14,93.14,93.24,93.33
579,6.67,6.70,6.68,6.57,6.47,93.18,93.14,93.16,93.27,93.36
580,6.67,6.69,6.66,6.54,6.44,93.18,93.15,93.18,93.30,93.39
581,6.66,6.68,6.64,6.51,6.41,93.18,93.16,93.20,93.33,93.42
582,6.66,6.68,6.62,6.48,6.38,93.18,93.17,93.22,93.36,93.45
583,6.66,6.67,6.60,6.45,6.35,93.19,93.18,93.24,93.39,93.48
584,6.66,6.66,6.58,6.41,6.32,93.19,93.19,93.26,93.42,93.51
585,6.66,6.64,6.55,6.38,6.29,93.19,93.20,93.29,93.45,93.54
586,6.65,6.63,6.53,6.35,6.27,93.20,93.21,93.31,93.49,93.57
587,6.65,6.62,6.50,6.32,6.24,93.20,93.23,93.34,93.52,93.59
588,6.64,6.60,6.48,6.29,6.21,93.21,93.24,93.36,93.55,93.62
589,6.64,6.59,6.45,6.25,6.19,93.21,93.26,93.39,93.58,93.64
590,6.63,6.57,6.43,6.22,6.17,93.22,93.27,93.42,93.62,93.67
591,6.62,6.56,6.40,6.19,6.15,93.23,93.29,93.45,93.65,93.69
592,6.61,6.54,6.37,6.16,6.12,93.24,93.31,93.47,93.68,93.71
593,6.61,6.52,6.34,6.13,6.11,93.25,93.33,93.50,93.71,93.73
594,6.59,6.50,6.31,6.10,6.09,93.26,93.35,93.53,93.74,93.75
595,6.58,6.48,6.28,6.07,6.07,93.27,93.37,93.56,93.77,93.76
596,6.57,6.46,6.25,6.04,6.06,93.28,93.39,93.59,93.80,93.78
597,6.56,6.43,6.22,6.01,6.04,93.29,93.42,93.62,93.83,93.79
598,6.54,6.41,6.19,5.98,6.03,93.31,93.44,93.66,93.86,93.81
599,6.53,6.39,6.16,5.95,6.02,93.32,93.46,93.69,93.89,93.82
600,6.51,6.36,6.13,5.92,6.01,93.34,93.49,93.72,93.92,93.83
601,6.50,6.34,6.10,5.89,6.00,93.36,93.52,93.75,93.95,93.84
602,6.48,6.31,6.06,5.87,5.99,93.37,93.54,93.78,93.97,93.84
603,6.46,6.28,6.03,5.84,5.99,93.39,93.57,93.81,94.00,93.85
604,6.44,6.25,6.00,5.82,5.98,93.41,93.60,93.85,94.02,93.85
605,6.42,6.23,5.97,5.80,5.98,93.43,93.63,93.88,94.05,93.86
606,6.40,6.20,5.94,5.78,5.98,93.45,93.65,93.91,94.07,93.86
607,6.38,6.17,5.91,5.75,5.98,93.48,93.68,93.94,94.09,93.86
608,6.36,6.14,5.88,5.73,5.99,93.50,93.71,93.97,94.11,93.85
609,6.33,6.11,5.85,5.72,5.99,93.52,93.74,94.00,94.13,93.85
610,6.31,6.08,5.82,5.70,5.99,93.55,93.77,94.03,94.15,93.85
611,6.28,6.05,5.79,5.68,6.00,93.57,93.81,94.06,94.16,93.84
612,6.26,6.02,5.76,5.67,6.01,93.60,93.84,94.09,94.18,93.83
613,6.23,5.99,5.73,5.65,6.02,93.63,93.87,94.12,94.19,93.82
614,6.20,5.96,5.71,5.64,6.03,93.65,93.90,94.14,94.20,93.81
615,6.18,5.93,5.68,5.63,6.04,93.68,93.93,94.17,94.22,93.80
616,6.15,5.89,5.66,5.62,6.06,93.71,93.96,94.20,94.22,93.79
617,6.12,5.86,5.63,5.61,6.07,93.74,93.99,94.22,94.23,93.77
618,6.09,5.83,5.61,5.61,6.09,93.77,94.02,94.24,94.24,93.76
619,6.06,5.80,5.58,5.60,6.10,93.80,94.05,94.27,94.25,93.74
620,6.03,5.77,5.56,5.60,6.12,93.83,94.08,94.29,94.25,93.72
621,6.00,5.74,5.54,5.60,6.14,93.86,94.11,94.31,94.25,93.70
622,5.97,5.72,5.52,5.60,6.16,93.89,94.14,94.33,94.25,93.68
623,5.94,5.69,5.50,5.60,6.18,93.92,94.17,94.35,94.25,93.66
624,5.91,5.66,5.49,5.60,6.21,93.95,94.20,94.37,94.25,93.64
625,5.88,5.63,5.47,5.60,6.23,93.98,94.23,94.38,94.25,93.62
626,5.85,5.60,5.45,5.61,6.26,94.01,94.25,94.40,94.25,93.59
627,5.82,5.58,5.44,5.61,6.28,94.04,94.28,94.41,94.24,93.57
628,5.79,5.55,5.43,5.62,6.31,94.07,94.31,94.43,94.23,93.54
629,5.76,5.53,5.42,5.63,6.34,94.10,94.33,94.44,94.23,93.51
630,5.73,5.50,5.41,5.64,6.36,94.13,94.36,94.45,94.22,93.49
631,5.70,5.48,5.40,5.65,6.39,94.16,94.38,94.46,94.20,93.46
632,5.67,5.46,5.39,5.66,6.42,94.19,94.40,94.47,94.19,93.43
633,5.64,5.44,5.38,5.67,6.45,94.22,94.42,94.47,94.18,93.40
634,5.62,5.42,5.38,5.69,6.48,94.25,94.44,94.48,94.16,93.37
635,5.59,5.40,5.38,5.70,6.51,94.28,94.46,94.48,94.15,93.34
636,5.56,5.38,5.37,5.72,6.54,94.30,94.48,94.48,94.13,93.31
637,5.53,5.36,5.37,5.74,6.58,94.33,94.50,94.49,94.11,93.28
638,5.51,5.35,5.37,5.76,6.61,94.35,94.51,94.48,94.10,93.25
639,5.48,5.33,5.38,5.78,6.64,94.38,94.53,94.48,94.08,93.21
640,5.46,5.32,5.38,5.80,6.67,94.40,94.54,94.48,94.05,93.18
641,5.44,5.31,5.38,5.82,6.70,94.43,94.56,94.48,94.03,93.15
642,5.41,5.29,5.39,5.85,6.74,94.45,94.57,94.47,94.01,93.12
643,5.39,5.28,5.40,5.87,6.77,94.47,94.58,94.46,93.99,93.08
644,5.37,5.28,5.40,5.90,6.80,94.49,94.59,94.46,93.96,93.05
645,5.35,5.27,5.41,5.92,6.83,94.51,94.59,94.45,93.94,93.02
646,5.33,5.26,5.42,5.95,6.87,94.53,94.60,94.44,93.91,92.99
647,5.32,5.26,5.44,5.97,6.90,94.55,94.61,94.43,93.88,92.96
648,5.30,5.25,5.45,6.00,6.93,94.57,94.61,94.41,93.86,92.92
649,5.28,5.25,5.46,6.03,6.96,94.58,94.61,94.40,93.83,92.89
650,5.27,5.25,5.48,6.06,7.00,94.60,94.61,94.38,93.80,92.86
651,5.26,5.25,5.49,6.09,7.03,94.61,94.61,94.37,93.77,92.83
652,5.24,5.25,5.51,6.12,7.06,94.62,94.61,94.35,93.74,92.80
653,5.23,5.25,5.53,6.15,7.09,94.64,94.61,94.33,93.71,92.77
654,5.22,5.26,5.55,6.18,7.12,94.65,94.61,94.31,93.68,92.74
655,5.21,5.26,5.57,6.21,7.15,94.66,94.60,94.29,93.65,92.71
656,5.21,5.27,5.59,6.24,7.18,94.66,94.60,94.27,93.62,92.68
657,5.20,5.28,5.61,6.27,7.21,94.67,94.59,94.25,93.59,92.65
658,5.19,5.29,5.64,6.30,7.24,94.67,94.58,94.23,93.56,92.62
659,5.19,5.30,5.66,6.33,7.27,94.68,94.57,94.21,93.53,92.59
660,5.19,5.31,5.68,6.36,7.29,94.68,94.56,94.18,93.50,92.57
661,5.19,5.32,5.71,6.40,7.32,94.68,94.55,94.16,93.47,92.54
662,5.19,5.33,5.74,6.43,7.35,94.68,94.53,94.13,93.44,92.51
663,5.19,5.35,5.76,6.46,7.37,94.68,94.52,94.11,93.41,92.49
664,5.19,5.36,5.79,6.49,7.40,94.68,94.51,94.08,93.38,92.47
665,5.19,5.38,5.82,6.52,7.42,94.68,94.49,94.05,93.34,92.44
666,5.20,5.40,5.84,6.55,7.44,94.67,94.47,94.02,93.31,92.42
667,5.21,5.42,5.87,6.58,7.47,94.67,94.45,94.00,93.28,92.40
668,5.21,5.44,5.90,6.61,7.49,94.66,94.44,93.97,93.25,92.37
669,5.22,5.46,5.93,6.64,7.51,94.65,94.42,93.94,93.22,92.35
670,5.23,5.48,5.96,6.67,7.53,94.64,94.39,93.91,93.19,92.33
671,5.24,5.50,5.99,6.70,7.55,94.63,94.37,93.88,93.16,92.31
672,5.25,5.52,6.02,6.73,7.57,94.62,94.35,93.85,93.14,92.30
673,5.27,5.54,6.05,6.76,7.59,94.61,94.33,93.82,93.11,92.28
674,5.28,5.57,6.08,6.79,7.60,94.60,94.30,93.79,93.08,92.26
675,5.29,5.59,6.11,6.82,7.62,94.58,94.28,93.76,93.05,92.25
676,5.31,5.62,6.14,6.84,7.64,94.57,94.25,93.73,93.02,92.23
677,5.33,5.64,6.17,6.87,7.65,94.55,94.23,93.70,93.00,92.22
678,5.34,5.67,6.20,6.90,7.66,94.53,94.20,93.67,92.97,92.20
679,5.36,5.70,6.23,6.92,7.68,94.51,94.18,93.64,92.95,92.19
680,5.38,5.73,6.26,6.95,7.69,94.49,94.15,93.61,92.92,92.18
681,5.40,5.75,6.29,6.97,7.70,94.47,94.12,93.58,92.90,92.17
682,5.42,5.78,6.32,7.00,7.71,94.45,94.09,93.55,92.87,92.16
683,5.45,5.81,6.35,7.02,7.72,94.43,94.07,93.52,92.85,92.15
684,5.47,5.84,6.38,7.04,7.73,94.41,94.04,93.49,92.83,92.14
685,5.49,5.87,6.41,7.06,7.74,94.39,94.01,93.46,92.81,92.13
686,5.51,5.90,6.44,7.08,7.74,94.36,93.98,93.43,92.79,92.13
687,5.54,5.93,6.47,7.10,7.75,94.34,93.95,93.41,92.77,92.12
688,5.56,5.96,6.50,7.12,7.75,94.31,93.92,93.38,92.75,92.12
689,5.59,5.99,6.53,7.14,7.76,94.29,93.89,93.35,92.73,92.11
690,5.62,6.02,6.55,7.16,7.76,94.26,93.86,93.32,92.71,92.11
691,5.64,6.05,6.58,7.18,7.77,94.24,93.83,93.30,92.70,92.11
692,5.67,6.07,6.61,7.20,7.77,94.21,93.80,93.27,92.68,92.10
693,5.70,6.10,6.63,7.21,7.77,94.18,93.77,93.24,92.66,92.10
694,5.72,6.13,6.66,7.23,7.77,94.16,93.75,93.22,92.65,92.10
695,5.75,6.16,6.68,7.24,7.77,94.13,93.72,93.19,92.64,92.10
696,5.78,6.19,6.71,7.25,7.77,94.10,93.69,93.17,92.62,92.11
697,5.81,6.22,6.73,7.27,7.76,94.07,93.66,93.15,92.61,92.11
698,5.84,6.25,6.76,7.28,7.76,94.04,93.63,93.12,92.60,92.11
699,5.87,6.28,6.78,7.29,7.76,94.01,93.60,93.10,92.59,92.11
700,5.90,6.31,6.80,7.30,7.75,93.99,93.57,93.08,92.58,92.12
701,5.93,6.34,6.82,7.31,7.75,93.96,93.55,93.06,92.57,92.12
702,5.95,6.36,6.84,7.32,7.74,93.93,93.52,93.04,92.56,92.13
703,5.98,6.39,6.86,7.32,7.74,93.90,93.49,93.02,92.55,92.14
704,6.01,6.42,6.88,7.33,7.73,93.87,93.46,93.00,92.55,92.14
705,6.04,6.45,6.90,7.34,7.72,93.84,93.44,92.98,92.54,92.15
706,6.07,6.47,6.92,7.34,7.72,93.81,93.41,92.96,92.54,92.16
707,6.10,6.50,6.93,7.35,7.71,93.78,93.39,92.95,92.53,92.17
708,6.13,6.52,6.95,7.35,7.70,93.76,93.36,92.93,92.53,92.18
709,6.16,6.55,6.97,7.35,7.69,93.73,93.34,92.91,92.53,92.19
710,6.19,6.57,6.98,7.36,7.68,93.70,93.31,92.90,92.52,92.20
711,6.22,6.59,7.00,7.36,7.67,93.67,93.29,92.89,92.52,92.21
712,6.24,6.62,7.01,7.36,7.66,93.64,93.27,92.87,92.52,92.22
713,6.27,6.64,7.02,7.36,7.64,93.62,93.25,92.86,92.52,92.23
714,6.30,6.66,7.03,7.36,7.63,93.59,93.22,92.85,92.52,92.25
715,6.32,6.68,7.04,7.35,7.62,93.56,93.20,92.84,92.53,92.26
716,6.35,6.70,7.05,7.35,7.61,93.54,93.18,92.83,92.53,92.27
717,6.38,6.72,7.06,7.35,7.59,93.51,93.16,92.82,92.53,92.29
718,6.40,6.74,7.07,7.35,7.58,93.48,93.14,92.81,92.54,92.30
719,6.43,6.76,7.08,7.34,7.56,93.46,93.13,92.80,92.54,92.31
720,6.45,6.78,7.09,7.34,7.55,93.44,93.11,92.80,92.54,92.33
721,6.48,6.80,7.09,7.33,7.53,93.41,93.09,92.79,92.55,92.35
722,6.50,6.81,7.10,7.33,7.52,93.39,93.08,92.78,92.56,92.36
723,6.52,6.83,7.11,7.32,7.50,93.37,93.06,92.78,92.56,92.38
724,6.55,6.84,7.11,7.31,7.49,93.34,93.05,92.78,92.57,92.39
725,6.57,6.86,7.11,7.30,7.47,93.32,93.03,92.77,92.58,92.41
726,6.59,6.87,7.12,7.30,7.45,93.30,93.02,92.77,92.59,92.43
727,6.61,6.88,7.12,7.29,7.44,93.28,93.01,92.77,92.60,92.44
728,6.63,6.89,7.12,7.28,7.42,93.26,92.99,92.77,92.61,92.46
729,6.65,6.91,7.12,7.27,7.40,93.24,92.98,92.77,92.62,92.48
730,6.67,6.92,7.12,7.26,7.39,93.22,92.97,92.77,92.63,92.50
731,6.69,6.93,7.12,7.25,7.37,93.20,92.96,92.77,92.64,92.51
732,6.71,6.94,7.12,7.23,7.35,93.19,92.95,92.77,92.65,92.53
733,6.72,6.94,7.11,7.22,7.33,93.17,92.95,92.77,92.66,92.55
734,6.74,6.95,7.11,7.21,7.31,93.15,92.94,92.78,92.68,92.57
735,6.75,6.96,7.11,7.20,7.30,93.14,92.93,92.78,92.69,92.59
736,6.77,6.96,7.10,7.18,7.28,93.12,92.93,92.78,92.70,92.60
737,6.78,6.97,7.10,7.17,7.26,93.11,92.92,92.79,92.72,92.62
738,6.80,6.97,7.09,7.16,7.24,93.10,92.92,92.79,92.73,92.64
739,6.81,6.98,7.09,7.14,7.22,93.08,92.91,92.80,92.74,92.66
740,6.82,6.98,7.08,7.13,7.21,93.07,92.91,92.81,92.76,92.68
741,6.83,6.98,7.08,7.11,7.19,93.06,92.91,92.81,92.77,92.70
742,6.84,6.99,7.07,7.10,7.17,93.05,92.91,92.82,92.79,92.71
743,6.85,6.99,7.06,7.08,7.15,93.04,92.91,92.83,92.80,92.73
744,6.86,6.99,7.05,7.07,7.13,93.03,92.91,92.84,92.82,92.75
745,6.87,6.99,7.04,7.05,7.12,93.02,92.91,92.85,92.84,92.77
746,6.88,6.99,7.03,7.03,7.10,93.02,92.91,92.86,92.85,92.79
747,6.89,6.99,7.02,7.02,7.08,93.01,92.91,92.87,92.87,92.80
748,6.89,6.98,7.01,7.00,7.06,93.00,92.91,92.88,92.89,92.82
749,6.90,6.98,7.00,6.99,7.04,93.00,92.91,92.89,92.90,92.84
750,6.90,6.98,6.99,6.97,7.03,92.99,92.92,92.90,92.92,92.86
751,6.91,6.97,6.98,6.95,7.01,92.99,92.92,92.91,92.94,92.88
752,6.91,6.97,6.97,6.94,6.99,92.99,92.93,92.93,92.95,92.89
753,6.91,6.96,6.95,6.92,6.98,92.98,92.93,92.94,92.97,92.91
754,6.92,6.96,6.94,6.90,6.96,92.98,92.94,92.95,92.99,92.93
755,6.92,6.95,6.93,6.88,6.94,92.98,92.94,92.97,93.01,92.95
756,6.92,6.95,6.91,6.87,6.92,92.98,92.95,92.98,93.02,92.96
