single layer HfO2,,,
assumes 7 µm device layer thickness,,,
,,,
nm,T (%),corr. 7 µm,eff QE
991,68.701,55.9884,0.127126
992,68.7044,56.1424,0.12562
993,68.7078,56.2967,0.124111
994,68.7113,56.4511,0.122602
995,68.7147,56.6058,0.121089
996,68.7182,56.7606,0.119576
997,68.7216,56.9156,0.11806
998,68.7251,57.0708,0.116543
999,68.7285,57.2262,0.115023
1000,68.732,57.3817,0.113503
1001,68.7355,57.404,0.113315
1002,68.739,57.4262,0.113128
1003,68.7424,57.4485,0.112939
1004,68.7459,57.4707,0.112752
1005,68.7494,57.4928,0.112566
1006,68.7529,57.515,0.112379
1007,68.7564,57.5371,0.112193
1008,68.7599,57.5592,0.112007
1009,68.7634,57.5813,0.111821
1010,68.7669,57.6033,0.111636
1011,68.7704,57.6254,0.11145
1012,68.774,57.6474,0.111266
1013,68.7775,57.6694,0.111081
1014,68.781,57.6913,0.110897
1015,68.7846,57.7133,0.110713
1016,68.7881,57.7352,0.110529
1017,68.7916,57.7571,0.110345
1018,68.7952,57.779,0.110162
1019,68.7987,57.8008,0.109979
1020,68.8023,57.8227,0.109796
1021,68.8059,57.8445,0.109614
1022,68.8094,57.8663,0.109431
1023,68.813,57.888,0.10925
1024,68.8166,57.9098,0.109068
1025,68.8202,57.9315,0.108887
1026,68.8237,57.9532,0.108705
1027,68.8273,57.9749,0.108524
1028,68.8309,57.9965,0.108344
1029,68.8345,58.0182,0.108163
1030,68.8381,58.0398,0.107983
1031,68.8417,58.0614,0.107803
1032,68.8453,58.0829,0.107624
1033,68.849,58.1045,0.107445
1034,68.8526,58.126,0.107266
1035,68.8562,58.1475,0.107087
1036,68.8598,58.169,0.106908
1037,68.8635,58.1905,0.10673
1038,68.8671,58.2119,0.106552
1039,68.8707,58.2333,0.106374
1040,68.8744,58.2547,0.106197
1041,68.878,58.2761,0.106019
1042,68.8817,58.2975,0.105842
1043,68.8853,58.3188,0.105665
1044,68.889,58.3401,0.105489
1045,68.8927,58.3614,0.105313
1046,68.8963,58.3827,0.105136
1047,68.9,58.4039,0.104961
1048,68.9037,58.4252,0.104785
1049,68.9074,58.4464,0.10461
1050,68.911,58.4676,0.104434
1051,68.9147,58.4887,0.10426
1052,68.9184,58.5099,0.104085
1053,68.9221,58.531,0.103911
1054,68.9258,58.5521,0.103737
1055,68.9295,58.5732,0.103563
1056,68.9332,58.5943,0.103389
1057,68.9369,58.6153,0.103216
1058,68.9407,58.6363,0.103044
1059,68.9444,58.6573,0.102871
1060,68.9481,58.6783,0.102698
1061,68.9518,58.6993,0.102525
1062,68.9556,58.7202,0.102354
1063,68.9593,58.7412,0.102181
1064,68.963,58.7621,0.102009
1065,68.9668,58.7829,0.101839
1066,68.9705,58.8038,0.101667
1067,68.9743,58.8247,0.101496
1068,68.978,58.8455,0.101325
1069,68.9818,58.8663,0.101155
1070,68.9856,58.8871,0.100985
1071,68.9893,58.9078,0.100815
1072,68.9931,58.9286,0.100645
1073,68.9969,58.9493,0.100476
1074,69.0006,58.97,0.100306
1075,69.0044,58.9907,0.100137
1076,69.0082,59.0114,0.099968
1077,69.012,59.032,0.0998
1078,69.0158,59.0527,0.099631
1079,69.0196,59.0733,0.099463
1080,69.0234,59.0939,0.099295
1081,69.0272,59.1144,0.099128
1082,69.031,59.135,0.09896
1083,69.0348,59.1555,0.098793
1084,69.0386,59.176,0.098626
1085,69.0424,59.1966,0.098458
1086,69.0463,59.2171,0.098292
1087,69.0501,59.2375,0.098126
1088,69.0539,59.258,0.097959
1089,69.0578,59.2784,0.097794
1090,69.0616,59.2988,0.097628
1091,69.0654,59.3192,0.097462
1092,69.0693,59.3396,0.097297
1093,69.0731,59.36,0.097131
1094,69.077,59.3803,0.096967
1095,69.0808,59.4007,0.096801
1096,69.0847,59.421,0.096637
1097,69.0885,59.4412,0.096473
1098,69.0924,59.4615,0.096309
1099,69.0963,59.4818,0.096145
1100,69.1001,59.502,0.095981
